Q.NO.,Q.Type,Date,Ministry,Member,Subject,links
1307,UNSTARRED ,28.06.2019,WOMEN AND CHILD DEVELOPMENT,"Chaudhary,Shri P.P.",Poshan Abhiyan,http://164.100.24.220/loksabhaquestions/annex/171/AU1307.pdf
1303,UNSTARRED ,28.06.2019,WOMEN AND CHILD DEVELOPMENT,"Shetty,Shri Gopal Chinayya","Indecent Representation of Women (Prohibition) Act, 1986",http://164.100.24.220/loksabhaquestions/annex/171/AU1303.pdf
1294,UNSTARRED ,28.06.2019,WOMEN AND CHILD DEVELOPMENT,"Kaswan,Shri Rahul",Online Recruitment Process for Anganwadi Workers,http://164.100.24.220/loksabhaquestions/annex/171/AU1294.pdf
1269,UNSTARRED ,28.06.2019,WOMEN AND CHILD DEVELOPMENT,"Tadas,Shri Ramdas Chandrabhanji",Sakhi Kendra Yojana,http://164.100.24.220/loksabhaquestions/annex/171/AU1269.pdf
1258,UNSTARRED ,28.06.2019,WOMEN AND CHILD DEVELOPMENT,"Haridas,Ms. Ramya",Financial Assistance for Rehabilitation and Protection of Children,http://164.100.24.220/loksabhaquestions/annex/171/AU1258.pdf
1256,UNSTARRED ,28.06.2019,WOMEN AND CHILD DEVELOPMENT,"Tharoor,Dr. Shashi,Jaiswal,Dr. Sanjay",Internal Complaints Committee,http://164.100.24.220/loksabhaquestions/annex/171/AU1256.pdf
1246,UNSTARRED ,28.06.2019,WOMEN AND CHILD DEVELOPMENT,"Antony, Shri Anto",Nirbhaya Fund,http://164.100.24.220/loksabhaquestions/annex/171/AU1246.pdf
1241,UNSTARRED ,28.06.2019,WOMEN AND CHILD DEVELOPMENT,"Vajendla Rao,Smt. Poonam (Mahajan)",National Children’s Tribunal,http://164.100.24.220/loksabhaquestions/annex/171/AU1241.pdf
1240,UNSTARRED ,28.06.2019,WOMEN AND CHILD DEVELOPMENT,"Chauhan,Shri Nihal Chand,Jaiswal,Dr. Sanjay",New Anganwadi Buildings,http://164.100.24.220/loksabhaquestions/annex/171/AU1240.pdf
1235,UNSTARRED ,28.06.2019,WOMEN AND CHILD DEVELOPMENT,"Kachhadiya,Shri Naranbhai Bhikhabhai",One Stop Centres,http://164.100.24.220/loksabhaquestions/annex/171/AU1235.pdf
1225,UNSTARRED ,28.06.2019,WOMEN AND CHILD DEVELOPMENT,"Majumdar,Dr. Sukanta,Murmu,Shri Khagen",Adoption of Abandoned Kids,http://164.100.24.220/loksabhaquestions/annex/171/AU1225.pdf
1215,UNSTARRED ,28.06.2019,WOMEN AND CHILD DEVELOPMENT,"Tadas,Shri Ramdas Chandrabhanji,Joshi,Shri Chandra Prakash",Online Abuse and Trolling of Women,http://164.100.24.220/loksabhaquestions/annex/171/AU1215.pdf
1203,UNSTARRED ,28.06.2019,WOMEN AND CHILD DEVELOPMENT,"Misra,Shri Pinaki",Child Marriages,http://164.100.24.220/loksabhaquestions/annex/171/AU1203.pdf
1187,UNSTARRED ,28.06.2019,WOMEN AND CHILD DEVELOPMENT,"Gavit,Shri Rajendra Dhedya",New Policy for Women Empowerment,http://164.100.24.220/loksabhaquestions/annex/171/AU1187.pdf
1178,UNSTARRED ,28.06.2019,WOMEN AND CHILD DEVELOPMENT,"Kolhe,Dr. Amol Ramsing,Tatkare,Shri Sunil Dattatray,Sharma,Shri Kuldeep Rai,Bhamre,Dr. Subhash Ramrao,Gavit,Dr. Heena Vijaykumar,Misra,Shri Ajay (Teni),Sahu,Shri Chunni Lal,Sule,Smt. Supriya Sadanand",Prevalence of Malnutrition,http://164.100.24.220/loksabhaquestions/annex/171/AU1178.pdf
1157,UNSTARRED ,28.06.2019,WOMEN AND CHILD DEVELOPMENT,"Benny,Shri Behanan",Fake Beneficiaries under Anganwadis,http://164.100.24.220/loksabhaquestions/annex/171/AU1157.pdf
1156,UNSTARRED ,28.06.2019,WOMEN AND CHILD DEVELOPMENT,"Shrangre,Shri Sudhakar Tukaram",National Commission for Protection of Child Rights (NCPCR),http://164.100.24.220/loksabhaquestions/annex/171/AU1156.pdf
1155,UNSTARRED ,28.06.2019,WOMEN AND CHILD DEVELOPMENT,"Raja,Shri Andimuthu",IMR and SBR,http://164.100.24.220/loksabhaquestions/annex/171/AU1155.pdf
1144,UNSTARRED ,28.06.2019,WOMEN AND CHILD DEVELOPMENT,"Yadav,Shri Giridhari,Devi,Smt. Rama",One-Stop-Centres in Bihar,http://164.100.24.220/loksabhaquestions/annex/171/AU1144.pdf
1137,UNSTARRED ,28.06.2019,WOMEN AND CHILD DEVELOPMENT,"Vichare,Shri Rajan Baburao ,Siddeshwara,Shri Gowdar Mallikarjunappa",Beti Bachao Beti Padhao,http://164.100.24.220/loksabhaquestions/annex/171/AU1137.pdf
1126,UNSTARRED ,28.06.2019,WOMEN AND CHILD DEVELOPMENT,"Chudasama,Shri Rajeshbhai Naranbhai",National Nutrition Mission,http://164.100.24.220/loksabhaquestions/annex/171/AU1126.pdf
